14:40:03.450 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/mnt/ufs18/home-212/harmanm4/miniconda3/envs/gatk/bin/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
14:40:03.624 INFO  HaplotypeCaller - ------------------------------------------------------------
14:40:03.625 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.3.0.0
14:40:03.625 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
14:40:03.625 INFO  HaplotypeCaller - Executing as harmanm4@lac-353 on Linux v3.10.0-1160.36.2.el7.x86_64 amd64
14:40:03.625 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_152-b16
14:40:03.625 INFO  HaplotypeCaller - Start Date/Time: December 3, 2022 2:40:03 PM EST
14:40:03.625 INFO  HaplotypeCaller - ------------------------------------------------------------
14:40:03.625 INFO  HaplotypeCaller - ------------------------------------------------------------
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Version: 3.0.1
14:40:03.626 INFO  HaplotypeCaller - Picard Version: 2.27.5
14:40:03.626 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
14:40:03.626 INFO  HaplotypeCaller - Deflater: IntelDeflater
14:40:03.626 INFO  HaplotypeCaller - Inflater: IntelInflater
14:40:03.626 INFO  HaplotypeCaller - GCS max retries/reopens: 20
14:40:03.626 INFO  HaplotypeCaller - Requester pays: disabled
14:40:03.627 INFO  HaplotypeCaller - Initializing engine
14:40:04.061 INFO  HaplotypeCaller - Done initializing engine
14:40:04.070 INFO  HaplotypeCallerEngine - Disabling physical phasing, which is supported only for reference-model confidence output
14:40:04.085 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/mnt/ufs18/home-212/harmanm4/miniconda3/envs/gatk/bin/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
14:40:04.118 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/mnt/ufs18/home-212/harmanm4/miniconda3/envs/gatk/bin/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
14:40:04.157 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
14:40:04.166 INFO  IntelPairHmm - Available threads: 10
14:40:04.166 INFO  IntelPairHmm - Requested threads: 4
14:40:04.166 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
14:40:04.191 INFO  ProgressMeter - Starting traversal
14:40:04.192 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
14:46:15.486 INFO  ProgressMeter -         Chr1:5427050              6.2                 28140           4547.3
14:46:25.535 INFO  ProgressMeter -         Chr1:5522807              6.4                 28640           4506.2
14:46:35.830 INFO  ProgressMeter -         Chr1:5657050              6.5                 29360           4498.0
14:46:45.841 INFO  ProgressMeter -         Chr1:5754571              6.7                 29930           4471.1
14:46:56.061 INFO  ProgressMeter -         Chr1:5876951              6.9                 30550           4450.4
14:47:06.075 INFO  ProgressMeter -         Chr1:5963829              7.0                 31050           4415.9
14:47:16.889 INFO  ProgressMeter -         Chr1:6151676              7.2                 32060           4445.6
14:47:26.917 INFO  ProgressMeter -         Chr1:6294291              7.4                 32750           4438.4
14:47:37.330 INFO  ProgressMeter -         Chr1:6493953              7.6                 33710           4463.5
14:47:47.350 INFO  ProgressMeter -         Chr1:6677718              7.7                 34660           4490.0
14:47:57.683 INFO  ProgressMeter -         Chr1:6729083              7.9                 34990           4433.9
14:48:07.830 INFO  ProgressMeter -         Chr1:6779209              8.1                 35350           4385.5
14:48:17.911 INFO  ProgressMeter -         Chr1:6855669              8.2                 35840           4355.5
14:48:28.717 INFO  ProgressMeter -         Chr1:6987658              8.4                 36530           4344.3
14:48:38.726 INFO  ProgressMeter -         Chr1:7082978              8.6                 37090           4325.1
14:48:48.767 INFO  ProgressMeter -         Chr1:7172975              8.7                 37670           4308.6
14:49:00.296 INFO  ProgressMeter -         Chr1:7234084              8.9                 38060           4259.6
14:49:11.740 INFO  ProgressMeter -         Chr1:7391386              9.1                 38970           4270.3
14:49:21.909 INFO  ProgressMeter -         Chr1:7443314              9.3                 39300           4228.0
14:49:32.577 INFO  ProgressMeter -         Chr1:7495620              9.5                 39620           4182.4
14:49:42.578 INFO  ProgressMeter -         Chr1:7634888              9.6                 40350           4185.8
14:49:53.326 INFO  ProgressMeter -         Chr1:7659297              9.8                 40530           4127.8
14:50:03.596 INFO  ProgressMeter -         Chr1:7746408             10.0                 41070           4111.1
14:50:13.749 INFO  ProgressMeter -         Chr1:7794460             10.2                 41390           4074.1
14:50:23.763 INFO  ProgressMeter -         Chr1:7882358             10.3                 41920           4059.6
14:50:33.783 INFO  ProgressMeter -         Chr1:7936266             10.5                 42260           4027.4
14:50:44.107 INFO  ProgressMeter -         Chr1:8055935             10.7                 42990           4030.8
14:50:54.936 INFO  ProgressMeter -         Chr1:8153570             10.8                 43590           4019.1
14:51:04.951 INFO  ProgressMeter -         Chr1:8212557             11.0                 43970           3992.7
14:51:14.995 INFO  ProgressMeter -         Chr1:8288786             11.2                 44480           3978.5
14:51:25.022 INFO  ProgressMeter -         Chr1:8324144             11.3                 44710           3940.2
14:51:35.140 INFO  ProgressMeter -         Chr1:8365191             11.5                 44980           3905.9
14:51:46.386 INFO  ProgressMeter -         Chr1:8377867             11.7                 45060           3850.2
14:51:56.679 INFO  ProgressMeter -         Chr1:8445564             11.9                 45490           3830.8
14:52:07.715 INFO  ProgressMeter -         Chr1:8501088             12.1                 45810           3798.9
14:52:18.282 INFO  ProgressMeter -         Chr1:8584593             12.2                 46320           3785.9
14:52:28.296 INFO  ProgressMeter -         Chr1:8668784             12.4                 46860           3778.5
14:52:38.315 INFO  ProgressMeter -         Chr1:8694175             12.6                 47050           3743.4
14:52:48.433 INFO  ProgressMeter -         Chr1:8798424             12.7                 47630           3739.4
14:52:58.619 INFO  ProgressMeter -         Chr1:9042572             12.9                 48840           3784.0
14:53:08.979 INFO  ProgressMeter -         Chr1:9138413             13.1                 49390           3776.1
14:53:18.997 INFO  ProgressMeter -         Chr1:9243794             13.2                 50000           3774.5
14:53:29.447 INFO  ProgressMeter -         Chr1:9347607             13.4                 50620           3771.7
14:53:40.029 INFO  ProgressMeter -         Chr1:9400392             13.6                 50950           3747.1
14:53:50.427 INFO  ProgressMeter -         Chr1:9429194             13.8                 51140           3713.7
14:54:00.741 INFO  ProgressMeter -         Chr1:9473285             13.9                 51410           3687.3
14:54:10.755 INFO  ProgressMeter -         Chr1:9599981             14.1                 52130           3694.7
14:54:21.118 INFO  ProgressMeter -         Chr1:9758085             14.3                 53060           3715.1
14:54:31.219 INFO  ProgressMeter -         Chr1:9789012             14.5                 53250           3685.0
14:54:41.346 INFO  ProgressMeter -         Chr1:9848531             14.6                 53660           3670.5
14:54:51.828 INFO  ProgressMeter -         Chr1:9930652             14.8                 54170           3661.6
14:55:03.358 INFO  ProgressMeter -        Chr1:10057689             15.0                 54980           3668.7
14:55:13.427 INFO  ProgressMeter -        Chr1:10101948             15.2                 55270           3647.2
14:55:23.478 INFO  ProgressMeter -        Chr1:10213880             15.3                 55960           3652.4
14:55:33.689 INFO  ProgressMeter -        Chr1:10339721             15.5                 56700           3660.0
14:55:43.716 INFO  ProgressMeter -        Chr1:10471570             15.7                 57310           3659.9
14:55:54.438 INFO  ProgressMeter -        Chr1:10547360             15.8                 57790           3648.9
14:56:04.605 INFO  ProgressMeter -        Chr1:10652982             16.0                 58440           3650.9
14:56:14.607 INFO  ProgressMeter -        Chr1:10857683             16.2                 59480           3677.6
14:56:25.729 INFO  ProgressMeter -        Chr1:10986095             16.4                 60280           3684.8
14:56:37.158 INFO  ProgressMeter -        Chr1:11013641             16.5                 60480           3654.5
14:56:47.199 INFO  ProgressMeter -        Chr1:11066820             16.7                 60790           3636.5
14:56:57.315 INFO  ProgressMeter -        Chr1:11131704             16.9                 61240           3626.8
14:57:07.707 INFO  ProgressMeter -        Chr1:11185045             17.1                 61590           3610.5
14:57:20.140 INFO  ProgressMeter -        Chr1:11233999             17.3                 61930           3586.9
14:57:31.267 INFO  ProgressMeter -        Chr1:11257051             17.5                 62090           3557.9
14:57:41.801 INFO  ProgressMeter -        Chr1:11289612             17.6                 62300           3534.4
14:57:52.650 INFO  ProgressMeter -        Chr1:11300967             17.8                 62370           3502.4
14:58:02.669 INFO  ProgressMeter -        Chr1:11331893             18.0                 62570           3481.0
14:58:12.671 INFO  ProgressMeter -        Chr1:11500914             18.1                 63270           3487.6
14:58:23.804 INFO  ProgressMeter -        Chr1:11890542             18.3                 64750           3533.1
14:58:34.269 INFO  ProgressMeter -        Chr1:12136040             18.5                 65710           3551.6
14:58:45.363 INFO  ProgressMeter -        Chr1:12157718             18.7                 65860           3524.5
14:58:56.460 INFO  ProgressMeter -        Chr1:12177558             18.9                 65990           3496.9
14:59:06.708 INFO  ProgressMeter -        Chr1:12259214             19.0                 66550           3494.9
14:59:18.719 INFO  ProgressMeter -        Chr1:12292746             19.2                 66760           3469.5
14:59:29.123 INFO  ProgressMeter -        Chr1:12358146             19.4                 67220           3462.2
14:59:40.967 INFO  ProgressMeter -        Chr1:12390924             19.6                 67430           3438.0
14:59:51.449 INFO  ProgressMeter -        Chr1:12417377             19.8                 67570           3414.8
15:00:01.465 INFO  ProgressMeter -        Chr1:12473449             20.0                 67980           3406.7
15:00:12.196 INFO  ProgressMeter -        Chr1:12503597             20.1                 68190           3386.9
15:00:22.416 INFO  ProgressMeter -        Chr1:12545214             20.3                 68460           3371.8
15:00:32.560 INFO  ProgressMeter -        Chr1:12574633             20.5                 68670           3354.2
15:00:42.805 INFO  ProgressMeter -        Chr1:12598560             20.6                 68860           3335.7
15:00:53.622 INFO  ProgressMeter -        Chr1:12625880             20.8                 69050           3315.9
15:01:07.594 INFO  ProgressMeter -        Chr1:12668189             21.1                 69320           3292.1
15:01:18.462 INFO  ProgressMeter -        Chr1:12690742             21.2                 69450           3270.1
15:01:29.056 INFO  ProgressMeter -        Chr1:12731736             21.4                 69740           3256.7
15:01:40.533 INFO  ProgressMeter -        Chr1:12767569             21.6                 69950           3237.6
15:01:50.844 INFO  ProgressMeter -        Chr1:12813585             21.8                 70150           3221.2
15:02:00.858 INFO  ProgressMeter -        Chr1:12861791             21.9                 70470           3211.3
15:02:11.059 INFO  ProgressMeter -        Chr1:12909126             22.1                 70770           3200.2
15:02:21.222 INFO  ProgressMeter -        Chr1:12952771             22.3                 71060           3188.9
15:02:31.409 INFO  ProgressMeter -        Chr1:12972304             22.5                 71190           3170.5
15:02:41.822 INFO  ProgressMeter -        Chr1:13088663             22.6                 71850           3175.4
15:02:52.018 INFO  ProgressMeter -        Chr1:13138759             22.8                 72180           3166.2
15:03:02.880 INFO  ProgressMeter -        Chr1:13159019             23.0                 72330           3147.8
15:03:13.151 INFO  ProgressMeter -        Chr1:13189590             23.1                 72550           3134.0
15:03:23.318 INFO  ProgressMeter -        Chr1:13225659             23.3                 72770           3120.7
15:03:33.738 INFO  ProgressMeter -        Chr1:13239698             23.5                 72860           3101.4
15:03:43.784 INFO  ProgressMeter -        Chr1:13261062             23.7                 73000           3085.4
15:03:54.411 INFO  ProgressMeter -        Chr1:13286922             23.8                 73190           3070.4
15:04:04.520 INFO  ProgressMeter -        Chr1:13328013             24.0                 73530           3063.1
15:04:14.914 INFO  ProgressMeter -        Chr1:13338775             24.2                 73620           3044.8
15:04:25.082 INFO  ProgressMeter -        Chr1:13351933             24.3                 73720           3027.7
15:04:35.348 INFO  ProgressMeter -        Chr1:13372999             24.5                 73870           3012.7
15:04:45.435 INFO  ProgressMeter -        Chr1:13380053             24.7                 73930           2994.6
15:04:55.739 INFO  ProgressMeter -        Chr1:13388358             24.9                 73990           2976.4
15:05:07.174 INFO  ProgressMeter -        Chr1:13401087             25.0                 74080           2957.3
15:05:18.650 INFO  ProgressMeter -        Chr1:13430040             25.2                 74270           2942.4
15:05:29.172 INFO  ProgressMeter -        Chr1:13443968             25.4                 74380           2926.5
15:05:39.543 INFO  ProgressMeter -        Chr1:13472864             25.6                 74590           2914.9
15:05:50.335 INFO  ProgressMeter -        Chr1:13490911             25.8                 74710           2899.2
15:06:00.534 INFO  ProgressMeter -        Chr1:13510669             25.9                 74860           2886.0
15:06:12.578 INFO  ProgressMeter -        Chr1:13518866             26.1                 74910           2865.7
15:06:23.807 INFO  ProgressMeter -        Chr1:13569298             26.3                 75230           2857.5
15:06:36.416 INFO  ProgressMeter -        Chr1:13580957             26.5                 75300           2837.5
15:06:48.820 INFO  ProgressMeter -        Chr1:13597789             26.7                 75400           2819.3
15:06:59.623 INFO  ProgressMeter -        Chr1:13615590             26.9                 75490           2803.8
15:07:10.152 INFO  ProgressMeter -        Chr1:13629858             27.1                 75580           2789.0
15:07:22.256 INFO  ProgressMeter -        Chr1:13653666             27.3                 75720           2773.5
15:07:32.328 INFO  ProgressMeter -        Chr1:13674444             27.5                 75860           2761.7
15:07:43.179 INFO  ProgressMeter -        Chr1:13711624             27.6                 76140           2753.7
15:07:54.882 INFO  ProgressMeter -        Chr1:13734738             27.8                 76320           2740.9
15:08:05.248 INFO  ProgressMeter -        Chr1:13751693             28.0                 76440           2728.3
15:08:17.165 INFO  ProgressMeter -        Chr1:13772033             28.2                 76590           2714.4
15:08:28.805 INFO  ProgressMeter -        Chr1:13780507             28.4                 76650           2698.0
15:08:40.585 INFO  ProgressMeter -        Chr1:13790468             28.6                 76730           2682.3
15:08:51.211 INFO  ProgressMeter -        Chr1:13800326             28.8                 76810           2668.5
15:09:01.542 INFO  ProgressMeter -        Chr1:13828738             29.0                 77020           2659.9
15:09:11.626 INFO  ProgressMeter -        Chr1:13851126             29.1                 77210           2651.1
15:09:24.537 INFO  ProgressMeter -        Chr1:13914938             29.3                 77600           2644.9
15:09:35.206 INFO  ProgressMeter -        Chr1:13944253             29.5                 77780           2635.1
15:09:47.856 INFO  ProgressMeter -        Chr1:13950766             29.7                 77820           2617.8
15:09:58.048 INFO  ProgressMeter -        Chr1:13961861             29.9                 77890           2605.2
15:10:08.080 INFO  ProgressMeter -        Chr1:14029994             30.1                 78280           2603.7
15:10:20.840 INFO  ProgressMeter -        Chr1:14073042             30.3                 78540           2594.0
15:10:31.255 INFO  ProgressMeter -        Chr1:14099872             30.5                 78720           2585.1
15:10:41.298 INFO  ProgressMeter -        Chr1:14134498             30.6                 78940           2578.2
15:10:51.921 INFO  ProgressMeter -        Chr1:14182762             30.8                 79270           2574.1
15:11:01.936 INFO  ProgressMeter -        Chr1:14195861             31.0                 79370           2563.4
15:11:15.072 INFO  ProgressMeter -        Chr1:14201897             31.2                 79410           2546.7
15:11:26.354 INFO  ProgressMeter -        Chr1:14206821             31.4                 79440           2532.4
15:11:36.724 INFO  ProgressMeter -        Chr1:14223509             31.5                 79560           2522.3
15:11:47.807 INFO  ProgressMeter -        Chr1:14234992             31.7                 79650           2510.5
15:11:58.326 INFO  ProgressMeter -        Chr1:14244465             31.9                 79720           2498.9
15:12:09.251 INFO  ProgressMeter -        Chr1:14252280             32.1                 79780           2486.6
15:12:20.381 INFO  ProgressMeter -        Chr1:14260652             32.3                 79840           2474.1
15:12:31.166 INFO  ProgressMeter -        Chr1:14270260             32.4                 79920           2462.9
15:12:41.780 INFO  ProgressMeter -        Chr1:14280368             32.6                 80000           2452.0
15:12:52.463 INFO  ProgressMeter -        Chr1:14315251             32.8                 80210           2445.1
15:13:03.195 INFO  ProgressMeter -        Chr1:14337167             33.0                 80390           2437.3
15:13:13.267 INFO  ProgressMeter -        Chr1:14445045             33.2                 80850           2438.8
15:13:24.201 INFO  ProgressMeter -        Chr1:14456131             33.3                 80930           2427.9
15:13:34.280 INFO  ProgressMeter -        Chr1:14470887             33.5                 81040           2419.0
15:13:44.298 INFO  ProgressMeter -        Chr1:14494808             33.7                 81230           2412.6
15:13:54.305 INFO  ProgressMeter -        Chr1:14506473             33.8                 81320           2403.4
15:14:05.785 INFO  ProgressMeter -        Chr1:14590691             34.0                 81690           2400.8
15:14:16.062 INFO  ProgressMeter -        Chr1:14598656             34.2                 81750           2390.5
15:14:27.169 INFO  ProgressMeter -        Chr1:14689930             34.4                 82210           2391.0
15:14:37.689 INFO  ProgressMeter -        Chr1:14920003             34.6                 83210           2407.8
15:14:49.967 INFO  ProgressMeter -        Chr1:14933310             34.8                 83300           2396.2
15:15:00.311 INFO  ProgressMeter -        Chr1:14957852             34.9                 83470           2389.3
15:15:12.073 INFO  ProgressMeter -        Chr1:14999297             35.1                 83700           2382.5
15:15:22.200 INFO  ProgressMeter -        Chr1:15016073             35.3                 83820           2374.5
15:15:32.508 INFO  ProgressMeter -        Chr1:15059499             35.5                 84050           2369.5
15:15:42.574 INFO  ProgressMeter -        Chr1:15076344             35.6                 84150           2361.1
15:15:55.116 INFO  ProgressMeter -        Chr1:15083726             35.8                 84190           2348.5
15:16:05.703 INFO  ProgressMeter -        Chr1:15091948             36.0                 84250           2338.6
15:16:20.014 INFO  ProgressMeter -        Chr1:15094888             36.3                 84270           2323.8
15:16:34.848 INFO  ProgressMeter -        Chr1:15100234             36.5                 84310           2309.2
15:16:46.438 INFO  ProgressMeter -        Chr1:15104492             36.7                 84340           2297.8
15:16:57.247 INFO  ProgressMeter -        Chr1:15136695             36.9                 84490           2290.7
15:17:07.447 INFO  ProgressMeter -        Chr1:15142035             37.1                 84530           2281.2
15:17:22.146 INFO  ProgressMeter -        Chr1:15149171             37.3                 84580           2267.6
15:17:32.580 INFO  ProgressMeter -        Chr1:15161133             37.5                 84670           2259.5
15:17:44.834 INFO  ProgressMeter -        Chr1:15179369             37.7                 84780           2250.2
15:17:55.387 INFO  ProgressMeter -        Chr1:15187322             37.9                 84840           2241.3
15:18:05.971 INFO  ProgressMeter -        Chr1:15197925             38.0                 84910           2232.7
15:18:21.292 INFO  ProgressMeter -        Chr1:15199858             38.3                 84920           2218.1
15:18:34.556 INFO  ProgressMeter -        Chr1:15203294             38.5                 84940           2205.9
15:18:45.301 INFO  ProgressMeter -        Chr1:15216343             38.7                 85040           2198.3
15:18:55.513 INFO  ProgressMeter -        Chr1:15419921             38.9                 85780           2207.7
15:19:06.173 INFO  ProgressMeter -        Chr1:15422696             39.0                 85800           2198.1
15:19:17.593 INFO  ProgressMeter -        Chr1:15436193             39.2                 85900           2190.0
15:19:29.067 INFO  ProgressMeter -        Chr1:15446883             39.4                 85980           2181.4
15:19:41.839 INFO  ProgressMeter -        Chr1:15458806             39.6                 86070           2172.0
15:19:52.384 INFO  ProgressMeter -        Chr1:15494622             39.8                 86270           2167.4
15:20:02.387 INFO  ProgressMeter -        Chr1:15513472             40.0                 86430           2162.4
15:20:15.339 INFO  ProgressMeter -        Chr1:15530161             40.2                 86550           2153.7
15:20:25.567 INFO  ProgressMeter -        Chr1:15557798             40.4                 86780           2150.3
15:20:35.936 INFO  ProgressMeter -        Chr1:15582655             40.5                 86970           2145.9
15:20:48.816 INFO  ProgressMeter -        Chr1:15594675             40.7                 87060           2136.8
15:20:59.345 INFO  ProgressMeter -        Chr1:15613586             40.9                 87180           2130.5
15:21:09.697 INFO  ProgressMeter -        Chr1:15655372             41.1                 87470           2128.7
15:21:20.536 INFO  ProgressMeter -        Chr1:15669180             41.3                 87580           2122.0
15:21:30.969 INFO  ProgressMeter -        Chr1:15682038             41.4                 87670           2115.3
15:21:41.748 INFO  ProgressMeter -        Chr1:15696895             41.6                 87790           2109.0
15:21:52.257 INFO  ProgressMeter -        Chr1:15708597             41.8                 87870           2102.1
15:22:02.401 INFO  ProgressMeter -        Chr1:15715404             42.0                 87910           2094.6
15:22:13.956 INFO  ProgressMeter -        Chr1:15735717             42.2                 88020           2087.6
15:22:25.021 INFO  ProgressMeter -        Chr1:15744568             42.3                 88080           2080.0
15:22:35.637 INFO  ProgressMeter -        Chr1:15787996             42.5                 88320           2076.9
15:22:47.568 INFO  ProgressMeter -        Chr1:15804833             42.7                 88440           2070.1
15:22:58.332 INFO  ProgressMeter -        Chr1:15819784             42.9                 88550           2064.0
15:23:09.771 INFO  ProgressMeter -        Chr1:15841518             43.1                 88690           2058.1
15:23:20.567 INFO  ProgressMeter -        Chr1:15858468             43.3                 88820           2052.6
15:23:31.910 INFO  ProgressMeter -        Chr1:15884880             43.5                 89040           2048.7
15:23:42.029 INFO  ProgressMeter -        Chr1:15900394             43.6                 89140           2043.1
15:23:52.822 INFO  ProgressMeter -        Chr1:15914204             43.8                 89230           2036.7
15:24:03.871 INFO  ProgressMeter -        Chr1:15951057             44.0                 89480           2033.9
15:24:15.418 INFO  ProgressMeter -        Chr1:15957751             44.2                 89520           2025.9
15:24:25.863 INFO  ProgressMeter -        Chr1:16002311             44.4                 89900           2026.5
15:24:36.132 INFO  ProgressMeter -        Chr1:16012675             44.5                 89980           2020.6
15:24:46.740 INFO  ProgressMeter -        Chr1:16026160             44.7                 90080           2014.8
