"","id","sampleA","sampleB","baseMeanA","baseMeanB","log2FC","pval","padj","sig"
"19","AT1G01200.Araport11.447","Control","Drought",23.2692649483453,24.6724045074362,-0.0890306755060646,0.854496779104339,0.999861575872975,"notDE"
"20","AT1G01210.Araport11.447","Control","Drought",472.842377843076,445.594213017501,0.088887815919492,0.679807949881663,0.999861575872975,"notDE"
"21","AT1G01220.Araport11.447","Control","Drought",711.434803110389,655.009524087975,0.119691667837161,0.408321172712341,0.999861575872975,"notDE"
"22","AT1G01225.Araport11.447","Control","Drought",101.96737138628,79.7085429718149,0.34049621751206,0.215413938973664,0.999861575872975,"notDE"
"23","AT1G01230.Araport11.447","Control","Drought",220.954525616835,202.002024721023,0.124070220185785,0.554119642498176,0.999861575872975,"notDE"
"24","AT1G01240.Araport11.447","Control","Drought",92.1015305262148,77.0414428701663,0.263171851366199,0.343317160124723,0.999861575872975,"notDE"
"25","AT1G01250.Araport11.447","Control","Drought",0.611899732298074,2.50695709185485,-2.09156482647994,0.306316192954177,0.999861575872975,"notDE"
"26","AT1G01260.Araport11.447","Control","Drought",406.82951024797,397.386473800022,0.0268246729514045,0.873929671003321,0.999861575872975,"notDE"
"27","AT1G01290.Araport11.447","Control","Drought",275.995563521369,257.779627303897,0.111253827049113,0.625918081225266,0.999861575872975,"notDE"
"28","AT1G01300.Araport11.447","Control","Drought",1424.03813158325,1613.73643798027,-0.182795739310985,0.272638880020119,0.999861575872975,"notDE"
"29","AT1G01320.Araport11.447","Control","Drought",9218.75174488307,9546.92628174897,-0.0511621312221152,0.683036569241351,0.999861575872975,"notDE"
"30","AT1G01340.Araport11.447","Control","Drought",17.0503887498027,9.2369944537065,0.891378362373912,0.198896094158513,0.999861575872975,"notDE"
"31","AT1G01350.Araport11.447","Control","Drought",386.665603352915,341.448106480741,0.181011498427429,0.28213827215447,0.999861575872975,"notDE"
"32","AT1G01360.Araport11.447","Control","Drought",83.5670264789847,92.5852974615152,-0.120220646450393,0.670673462418286,0.999861575872975,"notDE"
"33","AT1G01370.Araport11.447","Control","Drought",542.25857727864,505.858521093641,0.0981207500274519,0.558264256725078,0.999861575872975,"notDE"
"34","AT1G01380.Araport11.447","Control","Drought",73.5504289098053,68.4322560021462,0.114016485686042,0.715762633870346,0.999861575872975,"notDE"
"35","AT1G01420.Araport11.447","Control","Drought",6.00826316773657,1.84596394015874,1.74883265104057,0.188422243940062,0.999861575872975,"notDE"
"36","AT1G01430.Araport11.447","Control","Drought",341.175810522061,291.289421326419,0.220451499803591,0.275457318708181,0.999861575872975,"notDE"
"37","AT1G01440.Araport11.447","Control","Drought",234.609026217421,262.856773232711,-0.160782079502043,0.420606681835791,0.999861575872975,"notDE"
"38","AT1G01450.Araport11.447","Control","Drought",124.142251061585,120.38543811171,0.0565939408535147,0.826026185869879,0.999861575872975,"notDE"
"39","AT1G01470.Araport11.447","Control","Drought",41.8554313685265,46.3936379960083,-0.145198230541849,0.760269233793751,0.999861575872975,"notDE"
"40","AT1G01490.Araport11.447","Control","Drought",420.913774470678,380.420844719996,0.160229276734873,0.357193045794923,0.999861575872975,"notDE"
"41","AT1G01500.Araport11.447","Control","Drought",95.1991497322813,112.305202990753,-0.230073053959358,0.375581419168412,0.999861575872975,"notDE"
"42","AT1G01510.Araport11.447","Control","Drought",797.116644059003,862.131176566558,-0.116978818303805,0.485384890537103,0.999861575872975,"notDE"
"43","AT1G01520.Araport11.447","Control","Drought",19.1269743151281,22.7382220225006,-0.19884316491689,0.712630905519568,0.999861575872975,"notDE"
"44","AT1G01540.Araport11.447","Control","Drought",956.443238087454,990.069921758888,-0.0510807105182123,0.68811742043103,0.999861575872975,"notDE"
"45","AT1G01550.Araport11.447","Control","Drought",1000.1627746257,910.070114933155,0.13848318969296,0.366397424632383,0.999861575872975,"notDE"
"46","AT1G01570.Araport11.447","Control","Drought",27.2696690008613,37.8949864576718,-0.486899724253507,0.266739717503924,0.999861575872975,"notDE"
"47","AT1G01600.Araport11.447","Control","Drought",256.057573578894,297.152049353263,-0.208571619581537,0.358407249418806,0.999861575872975,"notDE"
"48","AT1G01610.Araport11.447","Control","Drought",796.864106465033,926.473430250735,-0.21918195771587,0.259354610956404,0.999861575872975,"notDE"
"49","AT1G01620.Araport11.447","Control","Drought",6361.83315658638,7259.09742094462,-0.190397259070794,0.129571293091543,0.999861575872975,"notDE"
"50","AT1G01630.Araport11.447","Control","Drought",673.126456698414,790.034618780772,-0.230309877470861,0.176678801131488,0.999861575872975,"notDE"
"51","AT1G01650.Araport11.447","Control","Drought",423.209546101221,446.989489137143,-0.0839244050715165,0.589863707418908,0.999861575872975,"notDE"
"52","AT1G01660.Araport11.447","Control","Drought",16.7443557416778,11.5598885147349,0.420967373522979,0.533082472955371,0.999861575872975,"notDE"
"53","AT1G01670.Araport11.447","Control","Drought",25.17220429593,27.7449614532975,-0.109918346149439,0.824180291269389,0.999861575872975,"notDE"
"54","AT1G01690.Araport11.447","Control","Drought",522.790885387592,485.827595089792,0.10664557112537,0.485737001564684,0.999861575872975,"notDE"
"55","AT1G01695.Araport11.447","Control","Drought",28.8877039058545,16.7002907700796,0.692679017998732,0.276511985199199,0.999861575872975,"notDE"
"56","AT1G01700.Araport11.447","Control","Drought",68.5638897363681,59.2250944240676,0.201841173072032,0.534046617034272,0.999861575872975,"notDE"
"57","AT1G01710.Araport11.447","Control","Drought",455.292568668302,434.897491304641,0.0711438911353601,0.696221732984749,0.999861575872975,"notDE"
"58","AT1G01715.Araport11.447","Control","Drought",106.795805495508,84.3745570867142,0.340627219093767,0.309019072578424,0.999861575872975,"notDE"
"59","AT1G01720.Araport11.447","Control","Drought",130.472765720955,165.146861855884,-0.326755820602995,0.182795377972143,0.999861575872975,"notDE"
"60","AT1G01725.Araport11.447","Control","Drought",80.7826578260897,68.4399001272082,0.249143468770449,0.456754897970927,0.999861575872975,"notDE"
"61","AT1G01730.Araport11.447","Control","Drought",407.436724106419,385.43502675854,0.0660372859753355,0.714642572567398,0.999861575872975,"notDE"
"62","AT1G01740.Araport11.447","Control","Drought",180.333202472658,147.360980059481,0.2665610717287,0.278675512421718,0.999861575872975,"notDE"
"63","AT1G01750.Araport11.447","Control","Drought",30.3572643470042,30.8717588517577,-0.0237115801577823,0.957729889576222,0.999861575872975,"notDE"
"64","AT1G01760.Araport11.447","Control","Drought",100.007251221831,94.3044501760198,0.096051387055845,0.718807486836406,0.999861575872975,"notDE"
"65","AT1G01770.Araport11.447","Control","Drought",333.441655556769,332.542718016085,0.00538400908791198,0.977407017999575,0.999861575872975,"notDE"
"66","AT1G01780.Araport11.447","Control","Drought",190.967929871623,174.333114765503,0.138091076848676,0.59706869718091,0.999861575872975,"notDE"
"67","AT1G01790.Araport11.447","Control","Drought",1186.02656864182,1167.46542554856,0.023341484208035,0.863768216060402,0.999861575872975,"notDE"
"68","AT1G01800.Araport11.447","Control","Drought",538.726044369241,596.070847441868,-0.139134754463193,0.375142323567647,0.999861575872975,"notDE"
"69","AT1G01810.Araport11.447","Control","Drought",12.34509106657,12.4175447488271,-0.00192857018821241,0.997813816122586,0.999861575872975,"notDE"
"70","AT1G01820.Araport11.447","Control","Drought",682.099537401363,654.516574139816,0.0638767176851389,0.649294802386085,0.999861575872975,"notDE"
"71","AT1G01830.Araport11.447","Control","Drought",353.253881236495,368.615581421839,-0.0614787840326692,0.74836994144769,0.999861575872975,"notDE"
"72","AT1G01840.Araport11.447","Control","Drought",51.971527577291,56.3707248193407,-0.123420559355534,0.72850431951445,0.999861575872975,"notDE"
"73","AT1G01860.Araport11.447","Control","Drought",355.607380203831,359.133803454866,-0.00605663400385186,0.972679487406297,0.999861575872975,"notDE"
"74","AT1G01880.Araport11.447","Control","Drought",124.226042263687,104.233081367008,0.231983631643321,0.346847194107798,0.999861575872975,"notDE"
"75","AT1G01900.Araport11.447","Control","Drought",76.8733456626988,128.924321934628,-0.767937921434727,0.00476747570672425,0.999861575872975,"notDE"
"76","AT1G01910.Araport11.447","Control","Drought",948.169108584993,1032.86764716018,-0.11868723076266,0.433677455909021,0.999861575872975,"notDE"
"77","AT1G01920.Araport11.447","Control","Drought",408.81883039308,418.446305713752,-0.02910442546554,0.867182912643106,0.999861575872975,"notDE"
"78","AT1G01930.Araport11.447","Control","Drought",292.38286458774,288.47791765346,0.025561378907537,0.881093744937368,0.999861575872975,"notDE"
"79","AT1G01940.Araport11.447","Control","Drought",411.162164434292,390.823900419007,0.0634236229297334,0.691079580975303,0.999861575872975,"notDE"
"80","AT1G01950.Araport11.447","Control","Drought",401.047363023239,427.669651521039,-0.0972604747092911,0.564296660129521,0.999861575872975,"notDE"
"81","AT1G01960.Araport11.447","Control","Drought",1694.16064749247,1896.47908733748,-0.164887784385508,0.244080631410686,0.999861575872975,"notDE"
"82","AT1G01970.Araport11.447","Control","Drought",565.752048671974,588.33131945302,-0.0546657588010363,0.743663876839496,0.999861575872975,"notDE"
"83","AT1G01990.Araport11.447","Control","Drought",364.414923516089,369.434468039164,-0.0319989720004694,0.850906314907555,0.999861575872975,"notDE"
"84","AT1G02000.Araport11.447","Control","Drought",97.560508930149,76.2032382865373,0.316443108297671,0.328192269601814,0.999861575872975,"notDE"
"85","AT1G02010.Araport11.447","Control","Drought",210.696198065295,171.432831508856,0.294452859276846,0.214498606266328,0.999861575872975,"notDE"
"86","AT1G02020.Araport11.447","Control","Drought",205.926108760594,229.234688028614,-0.171020649668282,0.460282954826771,0.999861575872975,"notDE"
"87","AT1G02030.Araport11.447","Control","Drought",1.60178094758211,3.59191999392854,-1.22069499680991,0.415160926678397,0.999861575872975,"notDE"
"88","AT1G02050.Araport11.447","Control","Drought",186.093860578772,176.951112926769,0.055332216130128,0.844509375929109,0.999861575872975,"notDE"
"89","AT1G02060.Araport11.447","Control","Drought",130.314516823115,166.47939378636,-0.362302347624077,0.112152351432824,0.999861575872975,"notDE"
"90","AT1G02065.Araport11.447","Control","Drought",166.038145911612,202.753162807641,-0.293620330488952,0.195261753218053,0.999861575872975,"notDE"
"91","AT1G02070.Araport11.447","Control","Drought",3.25801953912739,2.55863738024023,0.354522893674263,0.793944598421954,0.999861575872975,"notDE"
"92","AT1G02080.Araport11.447","Control","Drought",2079.23503833963,1964.92037099971,0.078725640324953,0.614249999935771,0.999861575872975,"notDE"
"93","AT1G02090.Araport11.447","Control","Drought",747.941657662322,791.601126392415,-0.0822793220284338,0.574476577826379,0.999861575872975,"notDE"
"94","AT1G02100.Araport11.447","Control","Drought",492.927521404521,452.553647839398,0.124654880463966,0.483506104457805,0.999861575872975,"notDE"
"95","AT1G02110.Araport11.447","Control","Drought",718.179314092154,789.747426660431,-0.143391919560804,0.416305793341347,0.999861575872975,"notDE"
"96","AT1G02120.Araport11.447","Control","Drought",725.742501111962,733.629696915966,-0.0101284801722816,0.947866281561072,0.999861575872975,"notDE"
"97","AT1G02130.Araport11.447","Control","Drought",743.506368721064,706.692210443769,0.0675849095110091,0.624819703946577,0.999861575872975,"notDE"
"98","AT1G02140.Araport11.447","Control","Drought",2172.56366211657,2186.67715840787,-0.00714028614381349,0.963885144809407,0.999861575872975,"notDE"
"99","AT1G02145.Araport11.447","Control","Drought",465.235411918883,429.669809248818,0.119478585845678,0.530318262464002,0.999861575872975,"notDE"
"100","AT1G02150.Araport11.447","Control","Drought",2870.57421828032,3149.74932339136,-0.134850437653443,0.27490743289651,0.999861575872975,"notDE"
"101","AT1G02160.Araport11.447","Control","Drought",381.204189443339,317.577191364653,0.26385022168553,0.258996161471749,0.999861575872975,"notDE"
"102","AT1G02170.Araport11.447","Control","Drought",252.835760380878,254.855167957535,-0.0229368182070451,0.900304298728782,0.999861575872975,"notDE"
"103","AT1G02180.Araport11.447","Control","Drought",116.174688893007,116.666432639656,-0.0106023272227883,0.965122660251577,0.999861575872975,"notDE"
"104","AT1G02190.Araport11.447","Control","Drought",72.2538243328381,100.848870172467,-0.476862309125559,0.178486917013431,0.999861575872975,"notDE"
"105","AT1G02205.Araport11.447","Control","Drought",4113.76455773026,5272.03681022835,-0.357679891923762,0.0176783287787589,0.999861575872975,"notDE"
"106","AT1G02220.Araport11.447","Control","Drought",3.52716887616286,3.232230583506,0.151053757861631,0.901314722395583,0.999861575872975,"notDE"
"107","AT1G02260.Araport11.447","Control","Drought",370.895553028498,318.412853967858,0.221952992171954,0.360725338093244,0.999861575872975,"notDE"
"108","AT1G02270.Araport11.447","Control","Drought",256.746273943853,260.36897535506,-0.0169887199108928,0.936382965096881,0.999861575872975,"notDE"
"109","AT1G02280.Araport11.447","Control","Drought",3188.63896117608,3150.97792906545,0.018017456421036,0.898177284391409,0.999861575872975,"notDE"
"110","AT1G02290.Araport11.447","Control","Drought",202.516417950618,214.413674799044,-0.0958531179983109,0.646681295556337,0.999861575872975,"notDE"
"111","AT1G02300.Araport11.447","Control","Drought",252.753289194238,255.570511412382,-0.0145980834989305,0.938001645733706,0.999861575872975,"notDE"
"112","AT1G02305.Araport11.447","Control","Drought",490.636278790617,498.349908531838,-0.0158590379873212,0.926533590705874,0.999861575872975,"notDE"
"113","AT1G02310.Araport11.447","Control","Drought",16.1605526940323,21.3750828740176,-0.346158079971779,0.549761936348773,0.999861575872975,"notDE"
"114","AT1G02330.Araport11.447","Control","Drought",259.697688737176,260.079284019509,-0.0028554124362726,0.987382021215983,0.999861575872975,"notDE"
"115","AT1G02335.Araport11.447","Control","Drought",20.0704113773518,27.0999392273421,-0.457258490322602,0.533230651777996,0.999861575872975,"notDE"
"116","AT1G02340.Araport11.447","Control","Drought",22.7333092111987,21.2162199463305,0.11932091936794,0.825774944233412,0.999861575872975,"notDE"
"117","AT1G02350.Araport11.447","Control","Drought",83.4375646193559,66.1056860967168,0.34154786284258,0.300361627131986,0.999861575872975,"notDE"
"118","AT1G02370.Araport11.447","Control","Drought",243.559501482164,285.763916254044,-0.22720910815561,0.203765934128527,0.999861575872975,"notDE"
"119","AT1G02380.Araport11.447","Control","Drought",78.9356624218826,60.1492680083091,0.349937993474373,0.321473934809857,0.999861575872975,"notDE"
"120","AT1G02390.Araport11.447","Control","Drought",11.6344661902209,8.80584995041614,0.454946116685566,0.608382858255843,0.999861575872975,"notDE"
"121","AT1G02400.Araport11.447","Control","Drought",4.8598004867095,3.13222269711705,0.495860854226423,0.695453993944271,0.999861575872975,"notDE"
"122","AT1G02410.Araport11.447","Control","Drought",342.023948990273,360.984741505321,-0.0805936454764095,0.623183041060179,0.999861575872975,"notDE"
"123","AT1G02420.Araport11.447","Control","Drought",52.4536328820568,72.0918090264116,-0.449809447106155,0.188811461808641,0.999861575872975,"notDE"
"124","AT1G02430.Araport11.447","Control","Drought",56.7356941346566,38.4628051380833,0.588378473966636,0.147179077316697,0.999861575872975,"notDE"
"125","AT1G02460.Araport11.447","Control","Drought",15.4219974169824,12.1195936979354,0.296169544697413,0.640634855762934,0.999861575872975,"notDE"
"126","AT1G02470.Araport11.447","Control","Drought",10.9843627713708,5.85307569542618,0.780027132062917,0.414273645653417,0.999861575872975,"notDE"
"127","AT1G02475.Araport11.447","Control","Drought",263.098726138194,250.097241269669,0.067824852975997,0.707675781811687,0.999861575872975,"notDE"
"128","AT1G02490.Araport11.447","Control","Drought",16.1748215001739,27.0109099726077,-0.738156672574385,0.188384581918151,0.999861575872975,"notDE"
"129","AT1G02500.Araport11.447","Control","Drought",3629.17110640048,4141.60523934195,-0.190399162800969,0.274975203795011,0.999861575872975,"notDE"
"130","AT1G02520.Araport11.447","Control","Drought",6.6025889271609,3.92177652872323,0.794220813147069,0.457745542441048,0.999861575872975,"notDE"
"131","AT1G02530.Araport11.447","Control","Drought",1.60178094758211,1.17237073689297,0.404560387010867,0.832050477514178,0.999861575872975,"notDE"
"132","AT1G02560.Araport11.447","Control","Drought",5049.76932316302,5357.66258662581,-0.0850498251615338,0.522405547003711,0.999861575872975,"notDE"
"133","AT1G02640.Araport11.447","Control","Drought",408.684100665771,270.070805617794,0.579027083890781,0.00563117755968841,0.999861575872975,"DE"
"134","AT1G02650.Araport11.447","Control","Drought",6.38798037606448,1.52870745693372,1.88455023478807,0.130523090550893,0.999861575872975,"notDE"
"135","AT1G02660.Araport11.447","Control","Drought",54.5399676636269,45.9554649579351,0.223145481641402,0.582877297073492,0.999861575872975,"notDE"
"136","AT1G02670.Araport11.447","Control","Drought",103.791477281861,99.743937346233,0.065365496750568,0.803284424838092,0.999861575872975,"notDE"
"137","AT1G02680.Araport11.447","Control","Drought",192.030472365648,184.658571029795,0.0612201809049581,0.78764422478469,0.999861575872975,"notDE"
"138","AT1G02690.Araport11.447","Control","Drought",896.033751357172,983.331825451193,-0.135490855227393,0.431690806670593,0.999861575872975,"notDE"
"139","AT1G02700.Araport11.447","Control","Drought",1.45763457193239,2.30566123697024,-0.586551164250188,0.741011594146334,0.999861575872975,"notDE"
"140","AT1G02720.Araport11.447","Control","Drought",431.224539870419,460.234406056075,-0.102885207851519,0.531209986443494,0.999861575872975,"notDE"
"141","AT1G02730.Araport11.447","Control","Drought",4002.81128431873,4177.72789817683,-0.0633011779960019,0.617511142290542,0.999861575872975,"notDE"
"142","AT1G02740.Araport11.447","Control","Drought",154.414535001073,155.183929418698,0.00850095459608965,0.969606020403738,0.999861575872975,"notDE"
"143","AT1G02750.Araport11.447","Control","Drought",113.48417077604,124.0639552305,-0.117822614691913,0.712661863172319,0.999861575872975,"notDE"
"144","AT1G02780.Araport11.447","Control","Drought",24248.0559629089,25413.5409919137,-0.0679084637382513,0.536052905248346,0.999861575872975,"notDE"
"145","AT1G02800.Araport11.447","Control","Drought",424.157416843937,490.348888615697,-0.210786749369106,0.251109919730635,0.999861575872975,"notDE"
"146","AT1G02810.Araport11.447","Control","Drought",7.1159297993597,4.49200915521825,0.699135318597254,0.468081871248706,0.999861575872975,"notDE"
"147","AT1G02816.Araport11.447","Control","Drought",97.6754525577086,115.002117784241,-0.219785966835132,0.386568986683506,0.999861575872975,"notDE"
"148","AT1G02820.Araport11.447","Control","Drought",7.68538089888775,5.8425482521316,0.439659894818899,0.625938689872004,0.999861575872975,"notDE"
"149","AT1G02840.Araport11.447","Control","Drought",2177.32530089462,2233.11113214137,-0.034058209701441,0.786856889709725,0.999861575872975,"notDE"
"150","AT1G02860.Araport11.447","Control","Drought",51.762567129851,50.0705518786727,0.0505136937856866,0.882100932305628,0.999861575872975,"notDE"
"151","AT1G02870.Araport11.447","Control","Drought",775.121759314805,740.578030721688,0.0580106888575057,0.693928458933923,0.999861575872975,"notDE"
"152","AT1G02880.Araport11.447","Control","Drought",152.69921358337,148.255302584306,0.0331924242049139,0.901148919181834,0.999861575872975,"notDE"
"153","AT1G02890.Araport11.447","Control","Drought",684.464687594238,634.915036787366,0.101701426469982,0.550017041038871,0.999861575872975,"notDE"
"154","AT1G02900.Araport11.447","Control","Drought",2.74467866692859,1.56443500336762,0.774349351746207,0.629504539862681,0.999861575872975,"notDE"
"155","AT1G02910.Araport11.447","Control","Drought",886.288780468841,916.63401681131,-0.0480404625495059,0.728364812411579,0.999861575872975,"notDE"
"156","AT1G02920.Araport11.447","Control","Drought",0,1.78168360020371,-3.5097651755232,0.260471388001385,0.999861575872975,"notDE"
"157","AT1G02930.Araport11.447","Control","Drought",489.348717285326,530.429174396767,-0.116074928600782,0.844210907040602,0.999861575872975,"notDE"
"158","AT1G02940.Araport11.447","Control","Drought",6.38954981745468,11.0829583938652,-0.740335928201741,0.364207857723526,0.999861575872975,"notDE"
"159","AT1G02950.Araport11.447","Control","Drought",13.9363493023733,5.21856272897612,1.19985143757556,0.205672200242136,0.999861575872975,"notDE"
"160","AT1G02960.Araport11.447","Control","Drought",279.174774826243,267.426223818366,0.0801619135886017,0.73957600641964,0.999861575872975,"notDE"
"161","AT1G02970.Araport11.447","Control","Drought",225.890743732799,249.404665788089,-0.137073081707264,0.498151417398449,0.999861575872975,"notDE"
"162","AT1G02990.Araport11.447","Control","Drought",339.187679582364,341.301825420835,-5.57417682882864e-05,0.999747473765504,0.999861575872975,"notDE"
"163","AT1G03000.Araport11.447","Control","Drought",524.617548172121,496.506699875571,0.0776789343601363,0.600535588635745,0.999861575872975,"notDE"
"164","AT1G03030.Araport11.447","Control","Drought",292.738100395729,257.522249875395,0.18001322535139,0.326133908210216,0.999861575872975,"notDE"
"165","AT1G03040.Araport11.447","Control","Drought",734.521587186484,711.679900510914,0.0445502895339317,0.784421565247795,0.999861575872975,"notDE"
"166","AT1G03055.Araport11.447","Control","Drought",19.9390475084293,18.949638946176,0.0968491439534389,0.854882292921179,0.999861575872975,"notDE"
"167","AT1G03060.Araport11.447","Control","Drought",1027.13578319554,1077.94000584854,-0.0731042135724935,0.637620557007271,0.999861575872975,"notDE"
"168","AT1G03070.Araport11.447","Control","Drought",2.51084355959235,0.178168360020371,2.77058078653574,0.225799714872966,0.999861575872975,"notDE"
"169","AT1G03080.Araport11.447","Control","Drought",671.720345412948,679.200365702053,-0.013712313187916,0.928386441710899,0.999861575872975,"notDE"
"170","AT1G03090.Araport11.447","Control","Drought",347.39549569004,255.080871389391,0.430936926297242,0.0241473599033939,0.999861575872975,"DE"
"171","AT1G03100.Araport11.447","Control","Drought",88.762442957886,83.2870522042163,0.0959342147102941,0.723647621732988,0.999861575872975,"notDE"
"172","AT1G03110.Araport11.447","Control","Drought",662.809451774444,646.296330335145,0.0363289060257714,0.816159018357498,0.999861575872975,"notDE"
"173","AT1G03120.Araport11.447","Control","Drought",15.6206845785712,14.9139743973874,0.124444225052904,0.835815799083126,0.999861575872975,"notDE"
"174","AT1G03130.Araport11.447","Control","Drought",3524.70659376288,4364.22029954751,-0.307328536335036,0.0611387759652004,0.999861575872975,"notDE"
"175","AT1G03140.Araport11.447","Control","Drought",719.029520024202,772.743271984865,-0.107971515635814,0.50071612778219,0.999861575872975,"notDE"
"176","AT1G03150.Araport11.447","Control","Drought",313.746159665447,363.534418310814,-0.199827968152124,0.301826416381287,0.999861575872975,"notDE"
"177","AT1G03160.Araport11.447","Control","Drought",985.724343246518,966.717723382829,0.0264441532492975,0.838752425798142,0.999861575872975,"notDE"
"178","AT1G03165.Araport11.447","Control","Drought",8.13233825790609,5.12987481205012,0.698125077814409,0.463299078691403,0.999861575872975,"notDE"
"179","AT1G03170.Araport11.447","Control","Drought",8.28841050277308,6.61614934178631,0.48693587959259,0.617083557918924,0.999861575872975,"notDE"
"180","AT1G03180.Araport11.447","Control","Drought",254.716500573394,252.516790526705,0.00376988152501112,0.984648218819077,0.999861575872975,"notDE"
"181","AT1G03190.Araport11.447","Control","Drought",257.331157837185,284.966248925227,-0.150093191371059,0.39749950169262,0.999861575872975,"notDE"
"182","AT1G03200.Araport11.447","Control","Drought",1.69146967926864,1.47702716854834,0.0415500515965884,0.982785916528951,0.999861575872975,"notDE"
"183","AT1G03210.Araport11.447","Control","Drought",215.678492292514,179.35629449419,0.260241067381009,0.223897980413197,0.999861575872975,"notDE"
"184","AT1G03220.Araport11.447","Control","Drought",499.971524349932,554.601131049112,-0.149503567877607,0.476602148462746,0.999861575872975,"notDE"
"185","AT1G03230.Araport11.447","Control","Drought",417.114825653296,500.433694535818,-0.262040182981192,0.241275879600061,0.999861575872975,"notDE"
"186","AT1G03240.Araport11.447","Control","Drought",3.50072477487638,1.43794693173263,1.39683878511061,0.349724373287829,0.999861575872975,"notDE"
"187","AT1G03250.Araport11.447","Control","Drought",451.654144334718,451.621525159865,-0.000198082244810802,0.998949618698504,0.999861575872975,"notDE"
"188","AT1G03260.Araport11.447","Control","Drought",145.047957708768,140.677648875718,0.0459399326779853,0.842581744901437,0.999861575872975,"notDE"
"189","AT1G03270.Araport11.447","Control","Drought",154.662722056527,131.693630565282,0.229117120216495,0.325779345513535,0.999861575872975,"notDE"
"190","AT1G03280.Araport11.447","Control","Drought",643.288728676603,583.88969797011,0.136351086948795,0.37470008341464,0.999861575872975,"notDE"
"191","AT1G03290.Araport11.447","Control","Drought",86.5857290910711,92.2959292799837,-0.0586645994766417,0.85133045218807,0.999861575872975,"notDE"
"192","AT1G03310.Araport11.447","Control","Drought",670.045807021068,680.168575449617,-0.0201163564671807,0.906128223766016,0.999861575872975,"notDE"
"193","AT1G03320.Araport11.447","Control","Drought",2.35782705552989,1.40221938529872,0.765742672777525,0.658511477939721,0.999861575872975,"notDE"
"194","AT1G03330.Araport11.447","Control","Drought",703.222112394591,676.225481829289,0.0602419317703857,0.688916339184602,0.999861575872975,"notDE"
"195","AT1G03340.Araport11.447","Control","Drought",65.8086883576607,53.2179166077836,0.321349901050166,0.360917267419326,0.999861575872975,"notDE"
"196","AT1G03350.Araport11.447","Control","Drought",475.501611895126,569.178348411263,-0.261818269768972,0.0970369469980941,0.999861575872975,"notDE"
"197","AT1G03360.Araport11.447","Control","Drought",659.314551643327,629.995296768242,0.0617918705164477,0.666270825456817,0.999861575872975,"notDE"
"198","AT1G03365.Araport11.447","Control","Drought",349.959252669957,340.325879881445,0.0315841088274592,0.849923365141906,0.999861575872975,"notDE"
"199","AT1G03370.Araport11.447","Control","Drought",241.476555009302,244.958783588259,-0.0282206872915988,0.880721443106724,0.999861575872975,"notDE"
